GeneSym	NA	GeneID
MIR380	na	494329
MIR381	na	494330
MIR382	na	494331
MIR383	na	494332
MIR384	na	494333
MIR3907	na	100500835
MIR3908	na	100500909
MIR3909	na	100500826
MIR3910-1	na	100500821
MIR3910-2	na	100500902
MIR3911	na	100500872
MIR3912	na	100500831
MIR3913-1	na	100500903
MIR3913-2	na	100500868
MIR3914-1	na	100500836
MIR3914-2	na	100500920
MIR3916	na	100500849
MIR3917	na	100500808
MIR3918	na	100500851
MIR3919	na	100500803
MIR3920	na	100500823
MIR3921	na	100500859
MIR3922	na	100500843
MIR3924	na	100500834
MIR3925	na	100500885
MIR3926-1	na	100500870
MIR3926-2	na	100500838
MIR3928	na	100500901
MIR3935	na	100500891
MIR3936	na	100500865
MIR3938	na	100500875
MIR3939	na	100500857
MIR3940	na	100500888
MIR3941	na	100500866
MIR3942	na	100500904
MIR3943	na	100500829
MIR3944	na	100500911
MIR3945	na	100500818
MIR3960	na	100616250
MIR3973	na	100616311
MIR3974	na	100616279
MIR3975	na	100616257
MIR3976	na	100616244
MIR3977	na	100616297
MIR3978	na	100616491
MIR409	na	574413
MIR410	na	574434
MIR411	na	693121
MIR412	na	574433
MIR421	na	693122
MIR423	na	494335
MIR424	na	494336
MIR425	na	494337
MIR4251	na	100422968
MIR4252	na	100422975
MIR4253	na	100422914
MIR4254	na	100423028
MIR4255	na	100422898
MIR4256	na	100422976
MIR4257	na	100422997
MIR4258	na	100423020
MIR4260	na	100422894
MIR4261	na	100422929
MIR4262	na	100422996
MIR4263	na	100422965
MIR4264	na	100422888
MIR4265	na	100422863
MIR4266	na	100423027
MIR4267	na	100422994
MIR4268	na	100422959
MIR4269	na	100423043
MIR4270	na	100422868
MIR4271	na	100422952
MIR4272	na	100422941
MIR4273	na	100422955
MIR4274	na	100422826
MIR4275	na	100422937
MIR4276	na	100423042
MIR4277	na	100422966
MIR4278	na	100422999
MIR4279	na	100422874
MIR4280	na	100422887
MIR4281	na	100422962
MIR4282	na	100423005
MIR4283-1	na	100422917
MIR4283-2	na	100422848
MIR4284	na	100422948
MIR4285	na	100422858
MIR4287	na	100422828
MIR4288	na	100422903
MIR4289	na	100423015
MIR429	na	554210
MIR4290	na	100422963
MIR4291	na	100422927
MIR4292	na	100422860
MIR4294	na	100422895
MIR4295	na	100422909
MIR4296	na	100423041
MIR4297	na	100422873
MIR4298	na	100423021
MIR4299	na	100423026
MIR4300	na	100422823
MIR4301	na	100422855
MIR4302	na	100422897
MIR4303	na	100422924
MIR4304	na	100422931
MIR4305	na	100422940
MIR4306	na	100422861
MIR4307	na	100423019
MIR4308	na	100422984
MIR4309	na	100422954
MIR431	na	574038
MIR4310	na	100423013
MIR4311	na	100422905
MIR4312	na	100422971
MIR4313	na	100423035
MIR4314	na	100422983
MIR4315-1	na	100423004
MIR4315-2	na	100422961
MIR4316	na	100422851
MIR4317	na	100422840
MIR4318	na	100422857
MIR4319	na	100422829
MIR432	na	574451
MIR4320	na	100422865
MIR4321	na	100423031
MIR4322	na	100422925
MIR4323	na	100422980
MIR4324	na	100422979
MIR4325	na	100422883
MIR4326	na	100422945
MIR4327	na	100422891
MIR4328	na	100422932
MIR4329	na	100423009
MIR433	na	574034
MIR4330	na	100422930
MIR4417	na	100616489
MIR4420	na	100616164
MIR4422	na	100616272
MIR4423	na	100616481
MIR4424	na	100616328
MIR4426	na	100616345
MIR4427	na	100616390
MIR4429	na	100616469
MIR4432	na	100616473
MIR4434	na	100616419
MIR4435-1	na	100616499
MIR4435-2	na	100616341
MIR4436A	na	100616399
MIR4437	na	100616213
MIR4439	na	100616207
MIR4440	na	100616397
MIR4441	na	100616493
MIR4442	na	100616477
MIR4443	na	100616407
MIR4446	na	100616476
MIR4449	na	100616436
MIR4450	na	100616299
MIR4451	na	100616349
MIR4453	na	100616193
MIR4454	na	100616234
MIR4456	na	100616381
MIR4457	na	100616235
MIR4458	na	100616142
MIR4460	na	100616325
MIR4461	na	100616209
MIR4462	na	100616413
MIR4464	na	100616109
MIR4465	na	100616180
MIR4466	na	100616154
MIR4467	na	100616367
MIR4468	na	100616226
MIR4469	na	100616115
MIR4470	na	100616484
MIR4471	na	100616451
MIR4472-1	na	100616268
MIR4472-2	na	100616309
MIR4473	na	100616229
MIR4474	na	100616441
MIR4475	na	100616289
MIR4476	na	100616456
MIR4478	na	100616312
MIR4479	na	100616480
MIR448	na	554212
MIR4480	na	100616151
MIR4482	na	100616323
MIR4483	na	100616162
MIR4484	na	100616327
MIR4485	na	100616263
MIR4486	na	100616118
MIR4488	na	100616470
MIR4489	na	100616284
MIR4490	na	100616186
MIR4491	na	100616330
MIR4492	na	100616376
MIR4493	na	100616319
MIR4497	na	100616454
MIR4498	na	100616179
MIR4499	na	100616304
MIR449A	na	554213
MIR449B	na	693123
MIR449C	na	100313923
MIR4500	na	100616182
MIR4500HG	na	642345
MIR4503	na	100616280
MIR4505	na	100616158
MIR4508	na	100616275
MIR4509-1	na	100616223
MIR4509-2	na	100616228
MIR4509-3	na	100616382
MIR450A1	na	554214
MIR450A2	na	574505
MIR450B	na	100126302
MIR4510	na	100616293
MIR4511	na	100616379
MIR4513	na	100616183
MIR4514	na	100616181
MIR4515	na	100616404
MIR4516	na	100616258
MIR4517	na	100616487
MIR4518	na	100616405
MIR4519	na	100616231
MIR451A	na	574411
MIR451B	na	100616273
MIR452	na	574412
MIR4520-1	na	100616401
MIR4520-2	na	100616466
MIR4521	na	100616406
MIR4522	na	100616277
MIR4523	na	100616122
MIR4524A	na	100616316
MIR4526	na	100616130
MIR4529	na	100616290
MIR4530	na	100616163
MIR4531	na	100616355
MIR4532	na	100616353
MIR4533	na	100616362
MIR4534	na	100616146
MIR4535	na	100616415
MIR4536-1	na	100616155
MIR454	na	768216
MIR4540	na	100616278
MIR455	na	619556
MIR4632	na	100616438
MIR4633	na	100616175
MIR4634	na	100616202
MIR4635	na	100616479
MIR4636	na	100616326
MIR4637	na	100616271
MIR4638	na	100616342
MIR4639	na	100616269
MIR4641	na	100616178
MIR4642	na	100616352
MIR4643	na	100616174
MIR4644	na	100616430
MIR4645	na	100616285
MIR4646	na	100616230
MIR4647	na	100616124
MIR4648	na	100616116
MIR4649	na	100616346
MIR4650-1	na	100616310
MIR4650-2	na	100616331
MIR4651	na	100616270
MIR4652	na	100616206
MIR4653	na	100616117
MIR4654	na	100616386
MIR4655	na	100616160
MIR4656	na	100616465
MIR4657	na	100616393
MIR4658	na	100616439
MIR4659A	na	100616348
MIR4659B	na	100616372
MIR4660	na	100616350
MIR4661	na	100616245
MIR4663	na	100616260
MIR4664	na	100616318
MIR4665	na	100616288
MIR4666A	na	100616308
MIR4667	na	100616214
MIR4668	na	100616114
MIR4669	na	100616236
MIR4670	na	100616351
MIR4671	na	100616380
MIR4672	na	100616429
MIR4673	na	100616242
MIR4674	na	100616301
MIR4675	na	100616383
MIR4676	na	100616286
MIR4677	na	100616343
MIR4678	na	100616296
MIR4679-1	na	100616128
MIR4679-2	na	100616192
MIR4680	na	100616113
MIR4681	na	100616398
MIR4682	na	100616322
MIR4683	na	100616500
MIR4684	na	100616391
MIR4685	na	100616482
MIR4686	na	100616126
MIR4687	na	100616453
MIR4688	na	100616368
MIR4689	na	100616421
MIR4690	na	100616292
MIR4691	na	100616403
MIR4692	na	100616410
MIR4693	na	100616457
MIR4694	na	100616426
MIR4695	na	100616120
MIR4696	na	100616402
MIR4697	na	100616119
MIR4698	na	100616486
MIR4699	na	100616133
MIR4700	na	100616329
MIR4701	na	100616262
MIR4703	na	100616423
MIR4705	na	100616239
MIR4706	na	100616490
MIR4707	na	100616424
MIR4708	na	100616176
MIR4709	na	100616211
MIR4710	na	100616300
MIR4711	na	100616409
MIR4712	na	100616396
MIR4713	na	100616369
MIR4714	na	100616432
MIR4715	na	100616474
MIR4716	na	100616332
MIR4717	na	100616241
MIR4718	na	100616195
MIR4719	na	100616172
MIR4720	na	100616150
MIR4721	na	100616256
MIR4722	na	100616167
MIR4723	na	100616388
MIR4724	na	100616248
MIR4725	na	100616449
MIR4726	na	100616153
MIR4727	na	100616416
MIR4728	na	100616132
MIR4729	na	100616204
MIR4730	na	100616359
MIR4731	na	100616125
MIR4732	na	100616385
MIR4733	na	100616266
MIR4734	na	100616203
MIR4735	na	100616363
MIR4736	na	100616220
MIR4737	na	100616210
MIR4738	na	100616282
MIR4739	na	100616170
MIR4740	na	100616294
MIR4741	na	100616139
MIR4742	na	100616468
MIR4743	na	100616366
MIR4744	na	100616420
MIR4745	na	100616459
MIR4746	na	100616371
MIR4747	na	100616337
MIR4748	na	100616425
MIR4749	na	100616313
MIR4750	na	100616314
MIR4751	na	100616483
MIR4752	na	100616171
MIR4753	na	100616224
MIR4754	na	100616168
MIR4755	na	100616434
MIR4756	na	100616225
MIR4757	na	100616307
MIR4758	na	100616340
MIR4759	na	100616243
MIR4760	na	100616148
MIR4761	na	100616414
MIR4762	na	100616253
MIR4763	na	100616143
MIR4764	na	100616295
MIR4765	na	100616219
MIR4766	na	100616283
MIR4767	na	100616467
MIR4768	na	100616249
MIR4769	na	100616147
MIR4770	na	100616373
MIR4772	na	100616157
MIR4773-1	na	100616392
MIR4773-2	na	100616418
MIR4774	na	100616356
MIR4775	na	100616361
MIR4776-1	na	100616267
MIR4776-2	na	100616472
MIR4777	na	100616317
MIR4778	na	100616464
MIR4779	na	100616159
MIR4780	na	100616447
MIR4781	na	100616315
MIR4782	na	100616208
MIR4783	na	100616187
MIR4784	na	100616378
MIR4785	na	100616364
MIR4786	na	100616417
MIR4787	na	100616138
MIR4788	na	100616281
MIR4789	na	100616395
MIR4790	na	100616334
MIR4791	na	100616291
MIR4792	na	100616448
MIR4793	na	100616112
MIR4794	na	100616338
MIR4795	na	100616161
MIR4796	na	100616166
MIR4797	na	100616216
MIR4798	na	100616471
MIR4799	na	100616246
MIR4800	na	100616358
MIR4801	na	100616435
MIR4802	na	100616274
MIR4803	na	100616377
MIR4804	na	100616152
MIR483	na	619552
MIR484	na	619553
MIR485	na	574436
MIR486-1	na	619554
MIR487A	na	619555
MIR487B	na	664616
MIR488	na	574441
MIR489	na	574442
MIR490	na	574443
MIR491	na	574444
MIR492	na	574449
MIR493	na	574450
MIR494	na	574452
MIR495	na	574453
MIR496	na	574454
MIR497	na	574456
MIR497HG	na	100506755
MIR498	na	574460
MIR499A	na	574501
MIR499B	na	100616134
MIR500A	na	574502
MIR500B	na	100422911
MIR501	na	574503
MIR502	na	574504
MIR503	na	574506
MIR504	na	574507
MIR5047	na	100616408
MIR505	na	574508
MIR506	na	574511
MIR507	na	574512
MIR508	na	574513
MIR509-1	na	574514
MIR509-2	na	100126301
MIR509-3	na	100126337
MIR5095	na	100616458
MIR510	na	574515
MIR5100	na	100847014
MIR511	na	574445
MIR512-1	na	574458
MIR512-2	na	574459
MIR514A1	na	574516
MIR514A2	na	574517
MIR514A3	na	574518
MIR514B	na	100422847
MIR515-1	na	574462
MIR515-2	na	574465
MIR516A1	na	574498
MIR516A2	na	574499
MIR516B1	na	574490
MIR516B2	na	574485
MIR517A	na	574479
MIR517B	na	574483
MIR517C	na	574492
MIR518A1	na	574488
MIR518A2	na	574491
MIR518B	na	574474
MIR518C	na	574477
MIR518D	na	574489
MIR518E	na	574487
MIR518F	na	574472
MIR519A1	na	574496
MIR519A2	na	574500
MIR519B	na	574469
MIR519C	na	574466
MIR519D	na	574480
MIR519E	na	574463
MIR520A	na	574467
MIR520B	na	574473
MIR520C	na	574476
MIR520D	na	574482
MIR520E	na	574461
MIR520F	na	574464
MIR520G	na	574484
MIR520H	na	574493
MIR521-1	na	574494
MIR521-2	na	574481
MIR522	na	574495
MIR523	na	574471
MIR524	na	574478
MIR525	na	574470
MIR526A1	na	574475
MIR526A2	na	574486
MIR526B	na	574468
MIR527	na	574497
MIR532	na	693124
MIR539	na	664612
MIR541	na	100126308
MIR542	na	664617
MIR543	na	100126335
MIR545	na	664614
MIR548A1	na	693125
MIR548A2	na	693126
MIR548A3	na	693127
MIR548AA1	na	100500863
MIR548AA2	na	100500895
MIR548AC	na	100616384
MIR548AD	na	100616475
MIR548AE2	na	100616339
MIR548AI	na	100616347
MIR548AJ2	na	100616252
MIR548AL	na	100616215
MIR548AN	na	100616144
MIR548B	na	693128
MIR548C	na	693129
MIR548D1	na	693130
MIR548D2	na	693131
MIR548F1	na	100302192
MIR548F2	na	100313771
MIR548F3	na	100302159
MIR548F4	na	100313895
MIR548F5	na	100302239
MIR548G	na	100313938
MIR548H2	na	100313773
MIR548H3	na	100302287
MIR548H4	na	100313884
MIR548I1	na	100302204
MIR548I2	na	100302277
MIR548I3	na	100302186
MIR548I4	na	100302191
MIR548J	na	100313914
MIR548K	na	100313770
MIR548M	na	100313772
MIR548N	na	100302152
MIR548O2	na	100616190
MIR548Q	na	100313841
MIR548T	na	100422849
MIR548W	na	100422923
MIR548X	na	100422920
MIR548Y	na	100500919
MIR548Z	na	100500856
MIR549A	na	693132
MIR550A1	na	693133
MIR550A2	na	693134
MIR550A3	na	100616354
MIR550B1	na	100500883
MIR550B2	na	100500830
MIR551A	na	693135
MIR551B	na	693136
MIR553	na	693138
MIR554	na	693139
MIR555	na	693140
MIR556	na	693141
MIR557	na	693142
MIR558	na	693143
MIR559	na	693144
MIR561	na	693146
MIR563	na	693148
MIR564	na	693149
MIR567	na	693152
MIR568	na	693153
MIR569	na	693154
MIR570	na	693155
MIR572	na	693157
MIR573	na	693158
MIR574	na	693159
MIR575	na	693160
MIR577	na	693162
MIR578	na	693163
MIR580	na	693165
MIR581	na	693166
MIR583	na	693168
MIR585	na	693170
MIR586	na	693171
MIR589	na	693174
MIR590	na	693175
MIR591	na	693176
MIR592	na	693177
MIR593	na	693178
MIR595	na	693180
MIR596	na	693181
MIR597	na	693182
MIR598	na	693183
MIR599	na	693184
MIR600	na	693185
MIR600HG	na	81571
MIR601	na	693186
MIR602	na	693187
MIR603	na	693188
MIR604	na	693189
MIR605	na	693190
MIR608	na	693193
MIR609	na	693194
MIR610	na	693195
MIR611	na	693196
MIR612	na	693197
MIR613	na	693198
MIR614	na	693199
MIR615	na	693200
MIR617	na	693202
MIR618	na	693203
MIR620	na	693205
MIR621	na	693206
MIR622	na	693207
MIR623	na	693208
MIR624	na	693209
MIR626	na	693211
MIR627	na	693212
MIR628	na	693213
MIR629	na	693214
MIR630	na	693215
MIR631	na	693216
MIR632	na	693217
MIR634	na	693219
MIR635	na	693220
MIR636	na	693221
MIR637	na	693222
MIR638	na	693223
MIR639	na	693224
MIR641	na	693226
MIR642A	na	693227
MIR642B	na	100500845
MIR643	na	693228
MIR644A	na	693229
MIR645	na	693230
MIR647	na	693232
MIR648	na	693233
MIR650	na	723778
MIR651	na	723779
MIR653	na	724023
MIR654	na	724024
MIR655	na	724025
MIR656	na	724026
MIR657	na	724027
MIR658	na	724028
MIR659	na	724029
MIR660	na	724030
MIR661	na	724031
MIR662	na	724032
MIR663A	na	724033
MIR663B	na	100313824
MIR664A	na	100302234
MIR665	na	100126315
MIR668	na	768214
MIR670	na	100313777
MIR671	na	768213
MIR675	na	100033819
MIR676	na	100500887
MIR7-1	na	407043
MIR7-2	na	407044
MIR7-3	na	407045
MIR7-3HG	na	284424
MIR708	na	100126333
MIR711	na	100313843
MIR718	na	100313781
MIR744	na	100126313
MIR758	na	768212
MIR759	na	100313778
MIR760	na	100126348
MIR761	na	100313892
MIR762	na	100313837
MIR764	na	100313838
MIR765	na	768220
MIR766	na	768218
MIR767	na	768215
MIR769	na	768217
MIR770	na	768222
MIR802	na	768219
MIR873	na	100126316
MIR874	na	100126343
MIR875	na	100126309
MIR876	na	100126310
MIR877	na	100126314
MIR885	na	100126334
MIR888	na	100126306
MIR889	na	100126345
MIR890	na	100126303
MIR891A	na	100126341
MIR891B	na	100126304
MIR892A	na	100126342
MIR892B	na	100126307
MIR9-1	na	407046
MIR9-2	na	407047
MIR9-3	na	407051
MIR920	na	100126320
MIR921	na	100126349
MIR922	na	100126321
MIR92A1	na	407048
MIR92A2	na	407049
MIR92B	na	693235
MIR93	na	407050
MIR933	na	100126350
MIR934	na	100126324
MIR935	na	100126325
MIR936	na	100126326
MIR937	na	100126338
MIR938	na	100126327
MIR939	na	100126351
MIR940	na	100126328
MIR941-1	na	100126329
MIR941-2	na	100126339
MIR941-3	na	100126352
MIR941-4	na	100126330
MIR942	na	100126331
MIR943	na	100126332
MIR944	na	100126340
MIR96	na	407053
MIR98	na	407054
MIR99A	na	407055
MIR99AHG	na	388815
MIR99B	na	407056
MIRLET7A1	na	406881
MIRLET7A2	na	406882
MIRLET7A3	na	406883
MIRLET7B	na	406884
MIRLET7BHG	na	400931
MIRLET7C	na	406885
MIRLET7D	na	406886
MIRLET7E	na	406887
MIRLET7F1	na	406888
MIRLET7F2	na	406889
MIRLET7G	na	406890
MIRLET7I	na	406891
MIS12	na	79003
MIS18A	na	54069
MIS18BP1	na	55320
MISP	na	126353
MITD1	na	129531
MITF	na	4286
MIXL1	na	83881
MKI67	na	4288
MKKS	na	8195
MKL1	na	57591
MKL2	na	57496
MKLN1	na	4289
MKNK1	na	8569
MKNK2	na	2872
MKRN1	na	23608
MKRN2	na	23609
MKRN3	na	7681
MKRN7P	na	7686
MKRN9P	na	400058
MKS1	na	54903
MKX	na	283078
MLANA	na	2315
MLC1	na	23209
MLEC	na	9761
MLF1	na	4291
MLF2	na	8079
MLH1	na	4292
MLH3	na	27030
MLIP	na	90523
MLK7-AS1	na	339751
MLKL	na	197259
MLLT1	na	4298
MLLT10	na	8028
MLLT10P1	na	140678
MLLT11	na	10962
MLLT3	na	4300
MLLT4	na	4301
MLLT4-AS1	na	653483
MLLT6	na	4302
MLN	na	4295
MLNR	na	2862
MLPH	na	79083
MLST8	na	64223
MLX	na	6945
MLXIP	na	22877
MLXIPL	na	51085
MLYCD	na	23417
MMAA	na	166785
MMAB	na	326625
MMACHC	na	25974
MMADHC	na	27249
MMD	na	23531
MMD2	na	221938
MME	na	4311
MMEL1	na	79258
MMGT1	na	93380
MMP1	na	4312
MMP10	na	4319
MMP11	na	4320
MMP12	na	4321
MMP13	na	4322
MMP14	na	4323
MMP15	na	4324
MMP16	na	4325
MMP17	na	4326
MMP19	na	4327
MMP2	na	4313
MMP20	na	9313
MMP21	na	118856
MMP23A	na	8511
MMP23B	na	8510
MMP24	na	10893
MMP25	na	64386
MMP26	na	56547
MMP27	na	64066
MMP28	na	79148
MMP3	na	4314
MMP7	na	4316
MMP8	na	4317
MMP9	na	4318
MMRN1	na	22915
MMRN2	na	79812
MMS19	na	64210
MMS22L	na	253714
MN1	na	4330
MNAT1	na	4331
MND1	na	84057
MNDA	na	4332
MNS1	na	55329
MNT	na	4335
MNX1	na	3110
MOAP1	na	64112
MOB1A	na	55233
MOB1B	na	92597
MOB2	na	81532
MOB3A	na	126308
MOB3B	na	79817
MOB3C	na	148932
MOB4	na	25843
MOBP	na	4336
MOCOS	na	55034
MOCS1	na	4337
MOCS2	na	4338
MOCS3	na	27304
MOG	na	4340
MOGAT1	na	116255
MOGAT2	na	80168
MOGAT3	na	346606
MOGS	na	7841
MOK	na	5891
MON1A	na	84315
MON1B	na	22879
MON2	na	23041
MORC1	na	27136
MORC2	na	22880
MORC2-AS1	na	150291
MORC3	na	23515
MORC4	na	79710
MORF4L1	na	10933
MORF4L2	na	9643
MORN1	na	79906
MORN2	na	729967
MORN3	na	283385
MORN4	na	118812
MORN5	na	254956
MOS	na	4342
MOSPD1	na	56180
MOSPD2	na	158747
MOSPD3	na	64598
MOV10	na	4343
MOV10L1	na	54456
MOXD1	na	26002
MOXD2P	na	100289017
MPC1	na	51660
MPC2	na	25874
MPDU1	na	9526
MPDZ	na	8777
MPEG1	na	219972
MPG	na	4350
MPHOSPH10	na	10199
MPHOSPH6	na	10200
MPHOSPH8	na	54737
MPHOSPH9	na	10198
MPI	na	4351
MPL	na	4352
MPLKIP	na	136647
MPND	na	84954
MPO	na	4353
MPP1	na	4354
MPP2	na	4355
MPP3	na	4356
MPP4	na	58538
MPP5	na	64398
MPP6	na	51678
MPP7	na	143098
MPPE1	na	65258
MPPED1	na	758
MPPED2	na	744
MPRIP	na	23164
MPST	na	4357
MPV17	na	4358
MPV17L	na	255027
MPV17L2	na	84769
MPZ	na	4359
MPZL1	na	9019
MPZL2	na	10205
MPZL3	na	196264
MR1	na	3140
MRAP	na	56246
MRAP2	na	112609
MRAS	na	22808
MRC1	na	4360
MRC2	na	9902
MRE11A	na	4361
MREG	na	55686
MRFAP1	na	93621
MRFAP1L1	na	114932
MRGBP	na	55257
MRGPRD	na	116512
MRGPRE	na	116534
MRGPRF	na	116535
MRGPRG	na	386746
MRGPRG-AS1	na	283303
MRGPRX1	na	259249
MRGPRX2	na	117194
MRGPRX3	na	117195
MRGPRX4	na	117196
MRI1	na	84245
MRM1	na	79922
MRO	na	83876
MROH1	na	727957
MROH2A	na	339766
MROH2B	na	133558
MROH5	na	389690
MROH6	na	642475
MROH7	na	374977
MROH7-TTC4	na	100527960
MROH8	na	140699
MROH9	na	80133
MRPL1	na	65008
MRPL10	na	124995
MRPL11	na	65003
MRPL12	na	6182
MRPL13	na	28998
MRPL14	na	64928
MRPL15	na	29088
MRPL16	na	54948
MRPL17	na	63875
MRPL18	na	29074
MRPL19	na	9801
MRPL2	na	51069
MRPL20	na	55052
MRPL21	na	219927
MRPL22	na	29093
MRPL23	na	6150
MRPL23-AS1	na	100133545
MRPL24	na	79590
MRPL27	na	51264
MRPL28	na	10573
MRPL3	na	11222
MRPL30	na	51263
MRPL32	na	64983
MRPL33	na	9553
MRPL34	na	64981
MRPL35	na	51318
MRPL36	na	64979
MRPL37	na	51253
MRPL38	na	64978
MRPL39	na	54148
MRPL4	na	51073
MRPL40	na	64976
MRPL41	na	64975
MRPL42	na	28977
MRPL42P5	na	359821
MRPL43	na	84545
MRPL44	na	65080
MRPL45	na	84311
MRPL45P2	na	653479
MRPL46	na	26589
MRPL47	na	57129
MRPL48	na	51642
MRPL49	na	740
MRPL50	na	54534
MRPL51	na	51258
MRPL52	na	122704
MRPL53	na	116540
MRPL54	na	116541
MRPL55	na	128308
MRPL57	na	78988
MRPL9	na	65005
MRPS10	na	55173
MRPS11	na	64963
MRPS12	na	6183
MRPS14	na	63931
MRPS15	na	64960
MRPS16	na	51021
MRPS17	na	51373
MRPS18A	na	55168
MRPS18B	na	28973
MRPS18C	na	51023
MRPS2	na	51116
MRPS21	na	54460
MRPS22	na	56945
MRPS23	na	51649
MRPS24	na	64951
MRPS25	na	64432
MRPS26	na	64949
MRPS27	na	23107
MRPS28	na	28957
MRPS30	na	10884
MRPS31	na	10240
MRPS33	na	51650
MRPS34	na	65993
MRPS35	na	60488
MRPS36	na	92259
MRPS5	na	64969
MRPS6	na	64968
MRPS7	na	51081
MRPS9	na	64965
MRRF	na	92399
MRS2	na	57380
MRS2P2	na	729633
MRTO4	na	51154
MRVI1	na	10335
MRVI1-AS1	na	100129827
MS4A1	na	931
MS4A10	na	341116
MS4A12	na	54860
MS4A13	na	503497
MS4A14	na	84689
MS4A15	na	219995
MS4A18	na	728588
MS4A2	na	2206
MS4A3	na	932
MS4A4A	na	51338
MS4A5	na	64232
MS4A6A	na	64231
MS4A6E	na	245802
MS4A7	na	58475
MS4A8	na	83661
MSANTD1	na	345222
MSANTD2	na	79684
MSANTD3	na	91283
MSANTD3-TMEFF1	na	100526694
MSANTD4	na	84437
MSC	na	9242
MSGN1	na	343930
MSH2	na	4436
MSH3	na	4437
MSH4	na	4438
MSH5	na	4439
MSH6	na	2956
MSI1	na	4440
MSI2	na	124540
MSL1	na	339287
MSL2	na	55167
MSL3	na	10943
MSL3P1	na	151507
MSLN	na	10232
MSLNL	na	401827
MSMB	na	4477
MSMO1	na	6307
MSMP	na	692094
MSN	na	4478
MSR1	na	4481
MSRA	na	4482
MSRB1	na	51734
MSRB2	na	22921
MSRB3	na	253827
MSS51	na	118490
MST1	na	4485
MST1L	na	11223
MST1P2	na	11209
MST1R	na	4486
MST4	na	51765
MSTN	na	2660
MSTO1	na	55154
MSTO2P	na	100129405
MSX1	na	4487
MSX2	na	4488
MSX2P1	na	55545
MT1A	na	4489
MT1B	na	4490
MT1DP	na	326343
MT1E	na	4493
MT1F	na	4494
MT1G	na	4495
MT1H	na	4496
MT1IP	na	644314
MT1JP	na	4498
MT1L	na	4500
MT1M	na	4499
MT1X	na	4501
MT2A	na	4502
MT3	na	4504
MT4	na	84560
MTA1	na	9112
MTA2	na	9219
MTA3	na	57504
MTAP	na	4507
MTBP	na	27085
MTCH1	na	23787
MTCH2	na	23788
MTCL1	na	23255
MTCP1	na	4515
MTDH	na	92140
MTERF	na	7978
MTERF1	na	7978
MTERF2	na	80298
MTERF3	na	51001
MTERF4	na	130916
MTF1	na	4520
MTF2	na	22823
MTFMT	na	123263
MTFP1	na	51537
MTFR1	na	9650
MTFR1L	na	56181
MTFR2	na	113115
MTG1	na	92170
MTG2	na	26164
MTHFD1	na	4522
MTHFD1L	na	25902
MTHFD2	na	10797
MTHFD2L	na	441024
MTHFR	na	4524
MTHFS	na	10588
MTHFSD	na	64779
MTIF2	na	4528
MTIF3	na	219402
MTL5	na	9633
MTM1	na	4534
MTMR1	na	8776
MTMR10	na	54893
MTMR11	na	10903
MTMR12	na	54545
MTMR14	na	64419
MTMR2	na	8898
MTMR3	na	8897
MTMR4	na	9110
MTMR6	na	9107
MTMR7	na	9108
MTMR8	na	55613
MTMR9	na	66036
MTMR9LP	na	339483
MTNR1A	na	4543
MTNR1B	na	4544
MTO1	na	25821
MTOR	na	2475
MTPAP	na	55149
MTPN	na	136319
MTR	na	4548
MTRF1	na	9617
MTRF1L	na	54516
MTRNR2L1	na	100462977
MTRNR2L10	na	100463488
MTRNR2L2	na	100462981
MTRNR2L3	na	100462983
MTRNR2L4	na	100463285
MTRNR2L5	na	100463289
MTRNR2L6	na	100463482
MTRNR2L7	na	100288485
MTRNR2L8	na	100463486
MTRR	na	4552
MTSS1	na	9788
MTSS1L	na	92154
MTTP	na	4547
MTURN	na	222166
MTUS1	na	57509
MTUS2	na	23281
MTVR2	na	246754
MTX1	na	4580
MTX2	na	10651
MTX3	na	345778
MUC1	na	4582
MUC12	na	10071
MUC13	na	56667
MUC15	na	143662
MUC16	na	94025
MUC17	na	140453
MUC2	na	4583
MUC20	na	200958
MUC4	na	4585
